the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat North,91,Dita ES,87000,,,114191,14717,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat North,96,Lapinig ES,93000,,,114194,14720,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat North,221,Nato ES,139000,,,114195,14721,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat North,232,San Ignacio ES,152000,,,114200,14726,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat North,176,Tagaytay Elementary School,116000,,,114201,14727,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat South,165,Cabigaan ES,125000,,,114209,14735,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Gubat,Sorsogon,Gubat South,217,Union ES,139000,,,114221,14747,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Irosin,Sorsogon,Irosin,241,Bulawan ES,140000,,,114227,14753,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,133,Anibong ES,109000,,,114273,14799,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,375,Behia Elementary School,202000,,,114274,14800,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,234,Cagbolo ES,145000,,,114276,14802,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,120,Cagtalaba ES,96000,,,114277,14803,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,143,Dona O. De C. Mella ES,117000,,,114278,14804,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,88,Hubo ES,96000,,,114279,14805,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,216,"Bartolome G. Lee, Sr. ES",142000,,,114280,14806,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,304,Pili ES,179000,,,114282,14808,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,258,Sta. Elena ES,150000,,,114283,14809,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,190,Sta. Lourdes ES,127000,,,114284,14810,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,112,Tagas ES,98000,,,114285,14811,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Magallanes (34 Brgys),Sorsogon,Magallanes North,148,Iluminado Carranza Elem.School,120000,,,114286,14812,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,146,Calpi Elementary School,108000,,,114342,14867,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,211,Inapugan ES,143000,,,114347,14871,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,240,Lipason ES,144000,,,114348,14872,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,514,Lungib ES,246000,,,114350,14874,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,150,Palaypay PS,109000,,,114354,14878,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,234,Pangpang ES,133000,,,114355,14879,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,199,Pineda ES,125000,,,114357,14881,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,192,Provenir ES,137000,,,114358,14882,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,414,San Rafael ES,220000,,,114360,14884,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Pilar,Sorsogon,Pilar I,140,Tinago ES,111000,,,114362,14886,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Prieto Diaz,Sorsogon,Prieto Diaz,90,San Antonio ES,89000,,,114398,14922,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Prieto Diaz,Sorsogon,Prieto Diaz,262,San Isidro ES,158000,,,114400,14924,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Santa Magdalena,Sorsogon,Sta. Magdalena,62,Alig-igan ES,76000,,,114408,14932,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Santa Magdalena,Sorsogon,Sta. Magdalena,116,San Rafael Elementary School,100000,,,114413,14937,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Sorsogon,Santa Magdalena,Sorsogon,Sta. Magdalena,652,Talaonga ES,336000,,,114416,14940,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region V,Sorsogon,Prieto Diaz,Sorsogon,Prieto Diaz,219,Manlabong NHS,311000,,,302223,41656,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XII,South Cotabato,General Santos City (Dadiangas),General Santos City,Conel,1067,Mabuhay ES,411000,,,131286,32489,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XII,South Cotabato,General Santos City (Dadiangas),General Santos City,Conel,1528,New Mabuhay Eementary School,566000,,,131287,32490,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XII,South Cotabato,General Santos City (Dadiangas),General Santos City,Buayan,929,Baluan ES,392000,,,131299,32502,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XII,South Cotabato,General Santos City (Dadiangas),General Santos City,Conel,1137,Habitat Community ES,402000,,,210004,32796,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XII,South Cotabato,General Santos City (Dadiangas),General Santos City,South Fatima,167,Bagong Silang ES,124000,,,210006,32797,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XII,South Cotabato,General Santos City (Dadiangas),General Santos City,Tambler,663,Changco ES,348000,,,210007,32798,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Hinunangan,Southern Leyte,Hinunangan,156,Tahusan Elementary School,125000,,,122049,22922,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Silago,Southern Leyte,Silago,134,Salvacion Elementary SChool,97000,,,122057,22930,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,173,Anilao Elementary School,139000,,,122087,22960,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,167,Caligangan Elementary School,152000,,,122093,22966,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,184,Guintoylan Elementary School,140000,,,122097,22970,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,219,New Malangza Elementary School,142000,,,122103,22976,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,90,Pandan Elementary School,96000,,,122107,22980,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,171,Pres. Quezon Elementary School,130000,,,122109,22982,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Liloan,Southern Leyte,Liloan,157,San Isidro Elementary School,123000,,,122112,22985,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Malitbog,Southern Leyte,Malitbog,45,Abgao Elementary School,71000,,,122199,23071,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Malitbog,Southern Leyte,Malitbog,75,Benit Elementary School,78000,,,122201,23073,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Malitbog,Southern Leyte,Malitbog,92,Cantamuac Elementary School,82000,,,122204,23076,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Malitbog,Southern Leyte,Malitbog,139,Timba Elementary School,113000,,,122217,23089,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Padre Burgos,Southern Leyte,Padre Burgos,50,Bunga Elementary School,73000,,,122218,23090,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Padre Burgos,Southern Leyte,Padre Burgos,164,Tangkaan ES,124000,,,122229,23101,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,San Ricardo,Southern Leyte,San Ricardo,149,Kinachawa Elementary School,127000,,,122236,23108,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,San Ricardo,Southern Leyte,San Ricardo,321,Pinut-an Elementary School,213000,,,122240,23112,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,San Ricardo,Southern Leyte,San Ricardo,50,San Ramon Elementary School,76000,,,122242,23114,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,San Ricardo,Southern Leyte,San Ricardo,160,Saub Elementary School,137000,,,122244,23116,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Tomas Oppus,Southern Leyte,Tomas Oppus,200,Maslog Elementary School,140000,,,122319,23187,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VIII,Southern Leyte,Tomas Oppus,Southern Leyte,Tomas Oppus,394,Tomas Oppus CS,260000,,,122323,23191,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VIII,Southern Leyte,Tomas Oppus,Southern Leyte,Tomas Oppus,342,San Isidro NHS,418000,,,303480,43519,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VIII,Southern Leyte,City of Maasin (Capital),Maasin City,Maasin City I,916,Maasin City NHS,956000,,,313401,43745,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VIII,Southern Leyte,Libagon,Southern Leyte,Libagon,139,Libagon National High School,,,,313411,43751,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VIII,Southern Leyte,City of Maasin (Capital),Maasin City,Maasin City I,98,Maasin City NHS Night,181000,,,323102,43859,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VIII,Southern Leyte,City of Maasin (Capital),Maasin City,Maasin City I,74,Matin-aw National High School,,,,323106,43863,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region XII,Sultan Kudarat,Esperanza,Sultan Kudarat,Esperanza III,34,PLAMANGO IS,,,,316809,45325,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region XII,Sultan Kudarat,Bagumbayan,Sultan Kudarat,Bagumbayan III,32,DANTE IS,,,,316810,45326,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region XII,Sultan Kudarat,Lebak,Sultan Kudarat,Lebak East,42,TAPUDI IS,,,,316811,45327,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,50,Badjao PS Annex 1,,,,134295,35624,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,729,Bato-Bato ES,,,,134296,35625,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,163,Bunot Elementary School,,,,134298,35626,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,443,Bwansa ES,,,,134299,35627,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,30,Cmdr. Bara Jalaidi (Karawan) PS Annex,,,,134300,35628,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,50,Dayuan Primary School,,,,134301,35629,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,99,Ikih Primary School,,,,134302,35630,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,146,Kagay Elementary School,,,,134303,35631,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,1328,Upper Kajatian ES,,,,134304,35632,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,274,Kasambuhan Village Elementary School,,,,134306,35633,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,280,Lower Kajatian Elementary School,,,,134307,35634,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,78,KUPPONG ES,,,,134308,35635,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,203,Langpas Elementary School,,,,134309,35636,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,10,Lugmah Primary School,,,,134310,35637,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,420,Maharadja Abduraup Elem.School,,,,134311,35638,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,108,Manilop PS,,,,134313,35639,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,172,Mukammali ES,,,,134314,35640,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,209,Palan Elementary School,,,,134316,35641,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,193,Panglima Indanan Central School,,,,134318,35642,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,401,Panglima Mammah Elem. School,,,,134319,35643,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,105,Pang. Uding ES,,,,134320,35644,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,229,Panglima Ahajan ES,,,,134321,35645,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,4,Panglima Misuari PS,,,,134322,35646,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,383,Pasil Elementary School,,,,134323,35647,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,355,Poblacion Elementary School,,,,134325,35648,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,58,Sapah Malaum PS,,,,134327,35649,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,20,Sapie Primary School,,,,134328,35650,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,239,South Sionogan Elementary School,,,,134329,35651,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Indanan,Sulu I,Indanan,322,Timbangan Elementary School,,,,134331,35652,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo I,594,Cirilo Bueno Sr. ES,,,,134332,35653,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo I,255,Hamid Halim ES,,,,134334,35655,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo I,358,Muhammad Jajurie ES,,,,134335,35656,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo I,639,Salih Yusah ES,,,,134338,35659,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,77,Badjao Annex II,,,,134339,35660,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,69,Bajao PS Annex I,,,,134340,35661,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,139,Bus-bus Elementary School,,,,134341,35662,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,700,Dandan Ututalum Elementary School,,,,134342,35663,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,392,Laud Lambayong ES,,,,134344,35665,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,381,Martirez ES,,,,134345,35666,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,1137,Port Area ES,,,,134346,35667,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,299,Riverside ES,,,,134347,35668,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo II,831,Sheik Mustafa ES,,,,134348,35669,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo III,260,Asturias ES,,,,134349,35670,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo III,1064,Jati ES,,,,134353,35673,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo III,957,Laum Alat ES,,,,134355,35675,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo IV,84,Bangas ES,,,,134358,35677,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),Sulu I,Jolo IV,54,Bubuan Annex,,,,134359,35678,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo IV,648,H.T. Abubakar Schuck ES,,,,134360,35679,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo IV,98,Imam Esmi PS,,,,134363,35682,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),Sulu I,Jolo IV,52,Kabukan ES,,,,134364,35683,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo IV,141,Kabukan II ES,,,,134365,35684,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),Sulu I,Jolo IV,11,Leong PS,,,,134367,35685,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),Sulu I,Jolo IV,151,Pag-asinan ES,,,,134369,35686,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo IV,379,Rasul ES,,,,134370,35687,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Jolo (Capital),Sulu I,Jolo IV,364,SerantES ES,,,,134371,35688,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),Sulu I,Jolo IV,158,Suba Bangas ES,,,,134372,35689,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Hadji Panglima Tahil (Marunggas),Sulu I,Jolo IV,41,Teomabal PS,,,,134373,35690,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,326,Alian Elementary School,,,,134374,35691,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,180,Buan ES,,,,134375,35692,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,146,Duggo PS,,,,134376,35693,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,167,Ipil PS,,,,134377,35694,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,423,Laminusa Laud ES-I,,,,134378,35695,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,784,Laminusa West ES,,,,134382,35696,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,237,Manta Elementary School,,,,134383,35697,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,148,Pamangunan PS,,,,134385,35698,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,59,Panglima Alamara PS(Duggo Annex I),,,,134386,35699,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,452,Panglima Ikbala Elementary School,,,,134387,35700,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,816,Panglima ldlana Tingcun ES,,,,134388,35701,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,712,Panglima Saipudin Elementary School,,,,134389,35702,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,112,Panglima Taradji PS,,,,134390,35703,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,217,Punungan ES,,,,134391,35704,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,351,Silumpak ES,,,,134392,35705,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,101,Siolakan PS,,,,134393,35706,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,166,SIOWING ELEM. SCHOOL,,,,134394,35707,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Laminusa,168,Sipanding PS,,,,134395,35708,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,492,Alu Duyong ES,,,,134396,35709,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,292,Bas Nunuk ES,,,,134397,35710,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
