the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at
,ES,ARMM,Maguindanao,Paglat,Maguindanao I,Paglat,352,Kakal ES,,,,216596,36390,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Paglat,Maguindanao I,Paglat,173,Salam ES,,,,216597,36391,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas North,43,Limba Ampatuan PS,,,,216598,36392,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Satu Salibo,Maguindanao I,Datu Salibo,122,Penditen PS,,,,216599,36393,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talayan,Maguindanao I,Talayan,295,Linamunan Alikan Kalipa ES,,,,216601,36394,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),Maguindanao II,DOS South,192,Datu Butocan Abas ES,,,,216602,36395,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano North,333,Guintawan ES,,,,216603,36396,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Montawal (Pagagawan),Maguindanao I,Datu Montawal(Pagagawan),146,Talapas ES,,,,216604,36397,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira,86,Lamin PS,,,,216605,36398,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira,91,Minabay PS,,,,216606,36399,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan North,150,Pangambitan PS,,,,216607,36400,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Piang,Maguindanao I,Datu Piang II,1348,Kanguan CES,,,,216608,36401,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Satu Salibo,Maguindanao I,Datu Salibo,281,Butilen PS,,,,216609,36402,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano,486,Hadji Salik Kalaing ES,,,,216610,36403,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,70,Tulagey Sambren PS,,,,216611,36404,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Pandag,Maguindanao I,Pandag,339,Upper D'lag ES,,,,216612,36405,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,211,Sumakubay PS,,,,216613,36406,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,445,Ramcor ES,,,,216614,36407,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,498,Langgapanan ES,,,,216615,36408,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,367,Datu Alamansa Angas ES,,,,216616,36409,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,98,Manuang PS,,,,216617,36410,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan South,86,Matilak PS,,,,216618,36411,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buluan,Maguindanao I,Buluan,114,Lower Siling PS,,,,216619,36412,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas East,115,Filasol PS,,,,216622,36413,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Saudi-Ampatuan,Maguindanao I,Datu Saudi Uy Ampatuan,193,Datu Koguia Utto PS,,,,216623,36414,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Paglat,Maguindanao I,Paglat,253,Datu Conte Mangelen ES,,,,216624,36415,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,270,Kaladturan PS,,,,216626,36416,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,91,FABIAN MARCOS PRIMARY SCHOOL,,,,216627,36417,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,266,Masdar ES,,,,216630,36418,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Paglat,Maguindanao I,Paglat,219,Tual Elementary School,,,,216631,36419,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano,135,"Assemb. Mama Masukat, Sr.",,,,216633,36420,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano North,360,Pimbalakan PS,,,,216634,36421,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano North,431,Tatak PS,,,,216635,36422,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,301,Gagadanan ES,,,,216636,36423,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,134,L'mbak PS,,,,216637,36424,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,128,Tanulang PS,,,,216639,36425,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,64,Central Oring PS,,,,216640,36426,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Mastura,Maguindanao II,Sultan Mastura,129,Kirkir Elementary School,,,,216642,36427,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Mastura,Maguindanao II,Sultan Mastura,109,Namuken Elementary School,,,,216643,36428,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Hoffer Ampatuan,Maguindanao I,Datu Hoffer Ampatuan,349,Datu Hoffer Ampatuan CES,,,,216644,36429,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Hoffer Ampatuan,Maguindanao I,Datu Hoffer Ampatuan,324,Datu Aliman Ampatuan ES,,,,216645,36430,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Paglat,Maguindanao I,Paglat,200,Langkuno Elementary School,,,,216646,36431,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,168,Kulasi PS,,,,216647,36432,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,98,Embing Mama PS,,,,216648,36433,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Anggal Midtimbang,Maguindanao I,Datu Anggal,268,Datu Anggal Midtimbang ES,,,,216649,36434,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Shariff Aguak (Maganoy) (Capital),Maguindanao I,Datu Hoffer Ampatuan,93,Omar PS,,,,216650,36435,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Hoffer Ampatuan,Maguindanao I,Datu Hoffer Ampatuan,80,Datu Pinagayao Ampatuan PS,,,,216651,36436,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Hoffer Ampatuan,Maguindanao I,Datu Hoffer Ampatuan,234,Lambuay Primary School,,,,216652,36437,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Montawal (Pagagawan),Maguindanao I,Datu Montawal(Pagagawan),140,Bulod PS,,,,216653,36438,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Montawal (Pagagawan),Maguindanao I,Datu Montawal(Pagagawan),215,Katitisan Elementary School,,,,216654,36439,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas South,192,Angkokoy ES,,,,216655,36440,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas South,109,Naco PS,,,,216656,36441,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Satu Salibo,Maguindanao I,Datu Salibo,273,Andavit PS,,,,216657,36442,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Satu Salibo,Maguindanao I,Datu Salibo,122,Ganoy PS,,,,216658,36443,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Satu Salibo,Maguindanao I,Datu Salibo,98,Pandi PS,,,,216659,36444,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Satu Salibo,Maguindanao I,Datu Salibo,46,Tee PS,,,,216660,36445,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Saudi-Ampatuan,Maguindanao I,Datu Saudi Uy Ampatuan,91,Dimaukom Utto PS,,,,216661,36446,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Saudi-Ampatuan,Maguindanao I,Datu Saudi Uy Ampatuan,81,Gawang PS,,,,216662,36447,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mangudadatu,Maguindanao I,Mangudadatu,421,Utto-Andao ELementary School,,,,216663,36448,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,88,Kilalan PS,,,,216664,36449,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,115,Manggay PS,,,,216665,36450,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,194,Upper Bagoinged ES,,,,216666,36451,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Unsay,Maguindanao I,Datu Unsay,240,Makalag PS,,,,216667,36452,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira South,121,Panggao PS,,,,253002,36575,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Matanog,Maguindanao II,Matanog,53,Lagaan PS,,,,253003,36576,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,189,Tataya PS,,,,253004,36577,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,81,Palao PS,,,,253005,36578,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira,138,Saday PS,,,,253006,36579,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira South,129,MUPAAT PS,,,,253007,36580,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira South,110,Panasang PS,,,,253008,36581,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira South,86,Tanggao PS,,,,253009,36582,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Matanog,Maguindanao II,Matanog,221,Kulodan PS,,,,253010,36583,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Parang,Maguindanao II,Parang Bongo,126,Gadungan Pebpandaran PS,,,,253011,36584,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,119,Asliya ES,,,,253012,36585,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,25,Ayunan PS,,,,253013,36586,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon East,210,Dimagalen elementary school,,,,253014,36587,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan North,24,Kabuluan PS,,,,261502,36599,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,134,Angimbzar T. Pendatu,,,,261503,36600,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,142,Royod Primary School,,,,262501,36601,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Matanog,Maguindanao II,Matanog,197,Sarmiento Elementary School,,,,262502,36602,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Ampatuan,Maguindanao I,Ampatuan,375,Ampatuan NHS,,,,304999,45837,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,264,B. Gallego-Edcor NHS,,,,305000,45838,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,303,Balungis NHS,,,,305001,45839,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,324,Buliok NHS,,,,305002,45840,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,796,Datu Udtog Matalam Sr. MNHS,,,,305006,45844,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon East,362,Dinganen-Buldon NHS,,,,305007,45845,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,737,Gen. Salipada K. Pendatun NHS,,,,305009,45847,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Paglat,Maguindanao I,Ampatuan,371,Paglat NHS,,,,305010,45848,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan South,630,Kabuntalan NHS,,,,305011,45849,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Ampatuan,Maguindanao I,Ampatuan,511,Kauran NHS,,,,305012,45850,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Parang,Maguindanao II,Parang Bongo,303,Litayen NHS,,,,305013,45851,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Parang,Maguindanao II,Parang South,223,ARMM Regional Science HS,,,,305015,45853,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Matanog,Maguindanao II,Matanog,300,Matanog NHS,,,,305016,45854,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,502,Dr. Bernabe G. De La Fuente Sr. NHS,,,,305019,45857,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Upi,Maguindanao II,Datu Blah Sinsuat,429,Resa Natoinal High School,,,,305020,45858,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),Maguindanao II,DOS North,700,Sarilikha HS,,,,305021,45859,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,584,South Upi NHS,,,,305022,45860,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Barira,Maguindanao II,Barira South,224,Sultan Barira NHS,,,,305023,45861,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat I,562,Sultan Kudarat NHS,,,,305024,45862,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,346,Rajah Buayan NHS,,,,305025,45863,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano,491,Mamasapano NHS,,,,305026,45864,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat I,405,Datu Usngan S. Mastura NHS,,,,318301,45973,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon East,238,Karim NHS,,,,318302,45974,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Mastura,Maguindanao II,Sultan Mastura,794,Sultan Mastura NHS,,,,318303,45975,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,467,Bulod NHS,,,,318304,45976,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,542,Datu Mamalo MNHS,,,,318305,45977,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,612,Talitay NHS,,,,318306,45978,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Buluan,Maguindanao I,Buluan,802,Buluan NHS,,,,318307,45979,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,239,KILANGAN NATIONAL HIGH SCHOOL,,,,318308,45980,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),Maguindanao II,DOS North,830,Datu Arnel Datukon NHS,,,,318309,45981,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Rajah Buayan,723,Sapakan NHS,,,,318310,45982,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,433,Bugabungan NHS,,,,318311,45983,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano,437,Datu Tahir Ampatuan NHS,,,,318312,45984,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Parang,Maguindanao II,Inter Parang,540,Ruth Manion Babao Mem. NHS,,,,318313,45985,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Ampatuan,Maguindanao I,Datu Abdullah Sangki,533,Datu Sailila National High School,,,,318314,45986,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Saudi-Ampatuan,Maguindanao I,Ampatuan,478,Datu Saudi Uy Ampatuan NHS,,,,318315,45987,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Paglat,Maguindanao I,Ampatuan,278,Campo national high school,,,,318316,45988,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,283,Hadji Datu Abubakar K. Pendatun NHS,,,,318317,45989,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Guindulungan,Maguindanao I,Guindulungan,755,Guindulungan NHS,,,,318318,45990,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Piang,Maguindanao I,Datu Piang II,264,Datu Saudi Uy Ampatuan MNHS,,,,318320,45991,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Piang,Maguindanao I,Datu Piang II,372,Kabalukanen NHS,,,,318321,45992,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Ampatuan,Maguindanao I,Datu Abdullah Sangki,235,Datu Abdula M. Camino MNHS,,,,318322,45993,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Unsay,Maguindanao I,Ampatuan,278,Datu Unsay NHS,,,,318323,45994,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,450,Bai Tembabay NHS,,,,318324,45995,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Northern Kabuntalan,Maguindanao II,Kabuntalan North,137,Datu Alamanza Dilangalen NHS,,,,318325,45996,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,285,Sabaken NHS,,,,318327,45998,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat II,281,Datu Alamada Memorial NHS,,,,318328,45999,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,296,Lumao NHS,,,,318329,46000,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,261,Pandan NHS,,,,318330,46001,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Ampatuan,351,Manindolo NHS,,,,318332,46003,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas North,607,Katong Madidis NHS,,,,318333,46004,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Mangudadatu,Maguindanao I,Mangudadatu,251,Mangudadatu NHS,,,,318334,46005,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Mamasapano,Maguindanao I,Rajah Buayan,283,Maulana NHS,,,,318335,46006,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Pandag,Maguindanao I,Pandag,254,Buluan NHS-Annex,,,,318336,46007,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,372,Nangi NHS,,,,318337,46008,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,259,Looy Integrated Technical Vocational High School,,,,318338,46009,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,220,Pilar Integrated Technical VOc. HS,,,,318339,46010,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Datu Hoffer Ampatuan,Maguindanao I,Ampatuan,118,Limpongo NHS,,,,318340,46011,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano,279,Hadji Salik Kalaing NHS,,,,318341,46012,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,477,Upi Agricultural School,,,,324301,46040,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,ARMM,Maguindanao,Barira,Maguindanao II,Barira South,201,Datu Malambut NHS,,,,324302,46041,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
